,org,person,count,keywords in emails,files
115,MFAH,Jennifer Milligan,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
116,MFAH,Kidsave,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
117,MFAH,Tonya Hoppe,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
118,Brown Auditorium,Pappas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
119,Brown Auditorium,George Lucas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
120,Brown Auditorium,Irvin Kershner,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
121,Brown Auditorium,Richard Marquand,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
122,Brown Auditorium,Jeff Poche,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
123,Brown Auditorium,Ana Eigler,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
124,Brown Auditorium,Hans Graf,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
125,Brown Auditorium,Leon Fleisher,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
126,Brown Auditorium,Barber    Medea,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
127,Brown Auditorium,Strauss   A Hero,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
128,Brown Auditorium,Jennifer Milligan,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
129,Brown Auditorium,Kidsave,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
130,Brown Auditorium,Tonya Hoppe,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
131,Cystic Fibrosis Foundation,Pappas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
132,Cystic Fibrosis Foundation,George Lucas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
133,Cystic Fibrosis Foundation,Irvin Kershner,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
134,Cystic Fibrosis Foundation,Richard Marquand,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
135,Cystic Fibrosis Foundation,Jeff Poche,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
136,Cystic Fibrosis Foundation,Ana Eigler,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
137,Cystic Fibrosis Foundation,Hans Graf,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
138,Cystic Fibrosis Foundation,Leon Fleisher,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
139,Cystic Fibrosis Foundation,Barber    Medea,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
140,Cystic Fibrosis Foundation,Strauss   A Hero,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
141,Cystic Fibrosis Foundation,Jennifer Milligan,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
142,Cystic Fibrosis Foundation,Kidsave,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
143,Cystic Fibrosis Foundation,Tonya Hoppe,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
144,Project Blueprint Coordinator,Pappas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
145,Project Blueprint Coordinator,George Lucas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
146,Project Blueprint Coordinator,Irvin Kershner,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
147,Project Blueprint Coordinator,Richard Marquand,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
148,Project Blueprint Coordinator,Jeff Poche,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
149,Project Blueprint Coordinator,Ana Eigler,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
150,Project Blueprint Coordinator,Hans Graf,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
151,Project Blueprint Coordinator,Leon Fleisher,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
152,Project Blueprint Coordinator,Barber    Medea,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
153,Project Blueprint Coordinator,Strauss   A Hero,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
154,Project Blueprint Coordinator,Jennifer Milligan,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
155,Project Blueprint Coordinator,Kidsave,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
156,Project Blueprint Coordinator,Tonya Hoppe,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
157,Houston Symphony,Pappas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
158,Houston Symphony,George Lucas,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
159,Houston Symphony,Irvin Kershner,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
160,Houston Symphony,Richard Marquand,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
161,Houston Symphony,Jeff Poche,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
162,Houston Symphony,Ana Eigler,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
163,Houston Symphony,Hans Graf,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
164,Houston Symphony,Leon Fleisher,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
165,Houston Symphony,Barber    Medea,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
166,Houston Symphony,Strauss   A Hero,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
167,Houston Symphony,Jennifer Milligan,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
168,Houston Symphony,Kidsave,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
169,Houston Symphony,Tonya Hoppe,6,"enron employees houston, astros ticket, park lunch cost, fitness week body, seybold clinic travels, body shop sponsor, activities big","{'26761.txt', '8749.txt', '33618.txt', '38399.txt', '7641.txt', '20308.txt'}"
